island	island_index	island_size	proteome	flanked	strength	degree	defence_cargo	defence_flanking	virulence_cargo	virulence_flanking	anti-defence_cargo	anti-defence_flanking	AMR_cargo	AMR_flanking	hotspot_id
TemPhD_cluster_23882:24	53	1	TemPhD_cluster_23882	1	71.99999999999997	82									0-0
TemPhD_cluster_62958:24	56	3	TemPhD_cluster_62958	1	74.7	82									0-0
TemPhD_cluster_33725:24	59	1	TemPhD_cluster_33725	1	77.99999999999999	82									0-0
TemPhD_cluster_23865:24	63	1	TemPhD_cluster_23865	1	77.99999999999999	82									0-0
NC_055844.1:23	65	1	NC_055844.1	1	77.99999999999999	82									0-0
TemPhD_cluster_20023:24	68	1	TemPhD_cluster_20023	1	77.99999999999999	82	PDC-S51_WP_168354203.1								0-0
TemPhD_cluster_63057:24	70	1	TemPhD_cluster_63057	1	77.99999999999999	82	FS_GIY_YIG__GIY_YIG								0-0
TemPhD_cluster_51960:23	72	4	TemPhD_cluster_51960	1	74.7	82	DpdB_00001 DpdB								0-0
TemPhD_cluster_23866:22	74	3	TemPhD_cluster_23866	1	74.7	82									0-0
TemPhD_cluster_33833:25	79	1	TemPhD_cluster_33833	1	77.99999999999999	82									0-0
TemPhD_cluster_51656:24	82	3	TemPhD_cluster_51656	1	74.7	82									0-0
TemPhD_cluster_33807:24	87	3	TemPhD_cluster_33807	1	78.0	82									0-0
TemPhD_cluster_52155:24	91	1	TemPhD_cluster_52155	1	78.0	82									0-0
MGV-GENOME-0232811:24	94	2	MGV-GENOME-0232811	1	78.0	82	Protein of unknown function (Retron_VII_2__DUF3800)								0-0
TemPhD_cluster_51932:24	97	1	TemPhD_cluster_51932	1	78.0	82									0-0
TemPhD_cluster_28372:23	99	5	TemPhD_cluster_28372	1	74.7	82									0-0
TemPhD_cluster_37938:24	101	1	TemPhD_cluster_37938	1	78.0	82									0-0
TemPhD_cluster_63096:24	104	1	TemPhD_cluster_63096	1	78.0	82									0-0
TemPhD_cluster_62933:24	106	1	TemPhD_cluster_62933	1	78.0	82									0-0
TemPhD_cluster_52112:24	110	1	TemPhD_cluster_52112	1	78.0	82									0-0
TemPhD_cluster_38170:24	112	4	TemPhD_cluster_38170	1	74.7	82									0-0
TemPhD_cluster_52209:24	114	1	TemPhD_cluster_52209	1	78.0	82									0-0
TemPhD_cluster_37844:24	117	1	TemPhD_cluster_37844	1	78.0	82									0-0
TemPhD_cluster_37906:25	119	1	TemPhD_cluster_37906	1	78.0	82									0-0
TemPhD_cluster_51953:26	123	1	TemPhD_cluster_51953	1	78.0	82									0-0
NC_049461.1:25	127	3	NC_049461.1	1	78.0	82									0-0
TemPhD_cluster_52018:25	129	3	TemPhD_cluster_52018	1	78.0	82									0-0
TemPhD_cluster_37904:25	132	1	TemPhD_cluster_37904	1	78.0	82									0-0
TemPhD_cluster_52262:24	134	5	TemPhD_cluster_52262	1	74.7	82									0-0
TemPhD_cluster_62821:26	136	2	TemPhD_cluster_62821	1	78.0	82									0-0
NC_005056.1:25	141	1	NC_005056.1	1	78.0	82									0-0
TemPhD_cluster_37825:26	145	1	TemPhD_cluster_37825	1	78.0	82									0-0
TemPhD_cluster_38191:24	147	5	TemPhD_cluster_38191	1	74.7	82									0-0
TemPhD_cluster_51929:25	151	3	TemPhD_cluster_51929	1	78.0	82									0-0
TemPhD_cluster_38190:24	153	5	TemPhD_cluster_38190	1	74.7	82									0-0
TemPhD_cluster_62992:26	155	1	TemPhD_cluster_62992	1	78.0	82									0-0
TemPhD_cluster_62953:26	158	1	TemPhD_cluster_62953	1	78.0	82									0-0
MGV-GENOME-0230591:26	160	1	MGV-GENOME-0230591	1	78.0	82									0-0
MGV-GENOME-0230157:27	164	1	MGV-GENOME-0230157	1	78.0	82									0-0
TemPhD_cluster_52091:24	166	5	TemPhD_cluster_52091	1	74.7	82									0-0
TemPhD_cluster_62972:26	170	3	TemPhD_cluster_62972	1	78.0	82									0-0
TemPhD_cluster_52379:26	172	4	TemPhD_cluster_52379	1	74.7	82									0-0
TemPhD_cluster_20685:25	176	3	TemPhD_cluster_20685	1	78.0	82									0-0
NC_022750.1:24	178	1	NC_022750.1	1	78.0	82	PDC-S51_WP_168354203.1								0-0
SAMN09781779_a1_ct39878:27	183	1	SAMN09781779_a1_ct39878	1	78.0	82									0-0
TemPhD_cluster_62779:27	186	3	TemPhD_cluster_62779	1	78.0	82									0-0
NC_049457.1:28	190	1	NC_049457.1	1	78.0	82									0-0
TemPhD_cluster_28392:27	192	5	TemPhD_cluster_28392	1	68.69999999999992	82									0-0
MGV-GENOME-0168725:1	0	1	MGV-GENOME-0168725	1	69.8014	71									0-1
MGV-GENOME-0171006:2	3	2	MGV-GENOME-0171006	1	69.8014	71	capP								0-1
MGV-GENOME-0205381:2	4	2	MGV-GENOME-0205381	1	69.8014	71									0-1
TemPhD_cluster_15215:1	8	1	TemPhD_cluster_15215	1	69.8014	71									0-1
TemPhD_cluster_38311:1	10	1	TemPhD_cluster_38311	1	69.8014	71									0-1
MGV-GENOME-0227212:1	13	1	MGV-GENOME-0227212	1	69.8014	71	PDC-S06_WP_029531116.1								0-1
TemPhD_cluster_28453:2	15	2	TemPhD_cluster_28453	1	69.8014	71									0-1
NC_055846.1:2	17	2	NC_055846.1	1	69.8014	71									0-1
NC_004745.1:2	19	2	NC_004745.1	1	69.8014	71									0-1
TemPhD_cluster_52275:2	21	3	TemPhD_cluster_52275	1	58.96590000000006	71	PDC-S39_WP_191556434.1								0-1
TemPhD_cluster_52349:1	23	1	TemPhD_cluster_52349	1	69.8014	71									0-1
TemPhD_cluster_33809:3	26	3	TemPhD_cluster_33809	1	69.8014	71									0-1
MGV-GENOME-0216186:4	29	6	MGV-GENOME-0216186	1	69.8014	71	Retron_I_B__ATPase_TOPRIM_COG3593								0-1
TemPhD_cluster_52382:2	31	2	TemPhD_cluster_52382	1	69.8014	71	PDC-S06_WP_029531116.1								0-1
TemPhD_cluster_33805:2	33	2	TemPhD_cluster_33805	1	69.8014	71	DEDDh_I_II_III_IV_V_VI_1								0-1
TemPhD_cluster_63038:2	35	2	TemPhD_cluster_63038	1	69.8014	71	DEDDh_I_II_III_IV_V_VI_1								0-1
MGV-GENOME-4406672:2	39	2	MGV-GENOME-4406672	1	69.8014	71	DrmMII_00005 DrmMII,REase_II_00021 Type								0-1
TemPhD_cluster_9963:3	41	3	TemPhD_cluster_9963	1	69.8014	71	capP								0-1
TemPhD_cluster_63155:1	43	1	TemPhD_cluster_63155	1	69.8014	71									0-1
TemPhD_cluster_9973:3	47	3	TemPhD_cluster_9973	1	69.8014	71									0-1
TemPhD_cluster_52222:2	50	2	TemPhD_cluster_52222	1	69.8014	71									0-1
TemPhD_cluster_23882:2	52	3	TemPhD_cluster_23882	1	69.8014	71	DrmMII_00005 DrmMII,Menshen__NsnA								0-1
TemPhD_cluster_62958:2	55	3	TemPhD_cluster_62958	1	69.8014	71	DruM2_00002 DNA								0-1
TemPhD_cluster_33725:2	57	3	TemPhD_cluster_33725	1	69.8014	71	DruM2_00002 DNA								0-1
TemPhD_cluster_23865:2	60	2	TemPhD_cluster_23865	1	69.8014	71	DEDDh_I_II_III_IV_V_VI_1								0-1
NC_055844.1:2	64	2	NC_055844.1	1	69.8014	71									0-1
TemPhD_cluster_20023:2	67	3	TemPhD_cluster_20023	1	69.8014	71			Sb-CDT (VF0987),Sb-CDT (VF0987),Sb-CDT (VF0987)						0-1
TemPhD_cluster_63057:2	69	3	TemPhD_cluster_63057	1	69.8014	71	DrmMII_00005 DrmMII,Menshen__NsnA								0-1
TemPhD_cluster_51960:2	71	2	TemPhD_cluster_51960	1	69.8014	71	DEDDh_I_II_III_IV_V_VI_1								0-1
TemPhD_cluster_23866:1	73	1	TemPhD_cluster_23866	1	69.8014	71									0-1
TemPhD_cluster_33833:3	76	3	TemPhD_cluster_33833	1	69.8014	71									0-1
TemPhD_cluster_51656:2	80	2	TemPhD_cluster_51656	1	69.8014	71	Phosphoribosyltransferase,DprA								0-1
TemPhD_cluster_33807:1	84	1	TemPhD_cluster_33807	1	69.8014	71									0-1
TemPhD_cluster_52155:2	88	2	TemPhD_cluster_52155	1	69.8014	71									0-1
MGV-GENOME-0232811:2	93	2	MGV-GENOME-0232811	1	69.8014	71	DEDDh_I_II_III_IV_V_VI_1								0-1
TemPhD_cluster_51932:2	95	2	TemPhD_cluster_51932	1	69.8014	71	DrmMII_00005 DrmMII,REase_II_00021 Type								0-1
TemPhD_cluster_28372:2	98	2	TemPhD_cluster_28372	1	69.8014	71	PDC-S06_WP_029531116.1								0-1
TemPhD_cluster_37938:2	100	3	TemPhD_cluster_37938	1	69.8014	71			Sb-CDT (VF0987),Sb-CDT (VF0987),Sb-CDT (VF0987)						0-1
TemPhD_cluster_63096:2	103	3	TemPhD_cluster_63096	1	69.8014	71	DrmMII_00005 DrmMII,REase_II_00021 Type								0-1
TemPhD_cluster_62933:2	105	3	TemPhD_cluster_62933	1	69.8014	71			Sb-CDT (VF0987),Sb-CDT (VF0987),Sb-CDT (VF0987)						0-1
TemPhD_cluster_52112:2	108	2	TemPhD_cluster_52112	1	69.8014	71	DEDDh_I_II_III_IV_V_VI_1								0-1
TemPhD_cluster_38170:2	111	3	TemPhD_cluster_38170	1	69.8014	71	DruM2_00002 DNA								0-1
TemPhD_cluster_52209:2	113	3	TemPhD_cluster_52209	1	69.8014	71			Sb-CDT (VF0987),Sb-CDT (VF0987),Sb-CDT (VF0987)						0-1
TemPhD_cluster_37844:2	115	2	TemPhD_cluster_37844	1	69.8014	71	DrmMII_00005 DrmMII,REase_II_00021 Type								0-1
TemPhD_cluster_37906:3	118	4	TemPhD_cluster_37906	1	69.8014	71	DrmMII_00005 DrmMII,REase_II_00021 Type								0-1
TemPhD_cluster_51953:2	120	3	TemPhD_cluster_51953	1	59.27150000000006	71	DrmMII_00005 DrmMII,Menshen__NsnA								0-1
NC_049461.1:2	124	2	NC_049461.1	1	69.8014	71									0-1
TemPhD_cluster_52018:2	128	3	TemPhD_cluster_52018	1	69.8014	71			Sb-CDT (VF0987),Sb-CDT (VF0987),Sb-CDT (VF0987)						0-1
TemPhD_cluster_37904:3	130	4	TemPhD_cluster_37904	1	69.8014	71	DruM2_00002 DNA								0-1
TemPhD_cluster_52262:2	133	3	TemPhD_cluster_52262	1	69.8014	71	DrmMII_00005 DrmMII,Menshen__NsnA								0-1
TemPhD_cluster_62821:3	135	4	TemPhD_cluster_62821	1	69.8014	71	DrmMII_00005 DrmMII,Menshen__NsnA								0-1
uvig_315197:3	137	3	uvig_315197	1	69.8014	71									0-1
NC_005056.1:3	139	4	NC_005056.1	1	69.8014	71	DruM2_00002 DNA								0-1
TemPhD_cluster_37825:3	142	4	TemPhD_cluster_37825	1	69.8014	71	PD-Lambda-5__PD-Lambda-5_B								0-1
TemPhD_cluster_38191:3	146	3	TemPhD_cluster_38191	1	69.8014	71									0-1
TemPhD_cluster_51929:2	148	2	TemPhD_cluster_51929	1	69.8014	71	DEDDh_I_II_III_IV_V_VI_1								0-1
TemPhD_cluster_38190:3	152	3	TemPhD_cluster_38190	1	69.8014	71									0-1
TemPhD_cluster_62992:3	154	5	TemPhD_cluster_62992	1	69.8014	71	DrmMII_00005 DrmMII,Shedu__SduA								0-1
TemPhD_cluster_62953:4	156	5	TemPhD_cluster_62953	1	69.8014	71	PD-Lambda-5__PD-Lambda-5_B								0-1
MGV-GENOME-0230591:4	159	5	MGV-GENOME-0230591	1	69.8014	71	DruM2_00002 DNA								0-1
MGV-GENOME-0230157:4	162	5	MGV-GENOME-0230157	1	59.12070000000006	71	DruM2_00002 DNA								0-1
TemPhD_cluster_52091:2	165	3	TemPhD_cluster_52091	1	69.8014	71	Lamassu-Fam__LmuA_effector_Lipase,Lamassu-Fam__LmuC_acc_Lipase,Lamassu-Fam__LmuB_SMC_Lipase								0-1
TemPhD_cluster_62972:3	168	3	TemPhD_cluster_62972	1	69.8014	71	capP								0-1
TemPhD_cluster_52379:3	171	5	TemPhD_cluster_52379	1	69.8014	71	retron_type_VI_hth_cluster2_1,retron_VI								0-1
TemPhD_cluster_20685:2	173	2	TemPhD_cluster_20685	1	69.8014	71									0-1
NC_022750.1:2	177	3	NC_022750.1	1	69.8014	71			Sb-CDT (VF0987),Sb-CDT (VF0987),Sb-CDT (VF0987)						0-1
SAMN09781779_a1_ct39878:4	180	5	SAMN09781779_a1_ct39878	1	69.8014	71	DruM2_00002 DNA								0-1
TemPhD_cluster_62779:3	184	5	TemPhD_cluster_62779	1	69.8014	71	Rst_2TM_1TM_TIR__Rst_2TM_TIR,Rst_2TM_1TM_TIR__Rst_1TM_TIR,Rst_2TM_1TM_TIR__Rst_TIR_tm								0-1
NC_049457.1:4	187	5	NC_049457.1	1	59.27150000000006	71	DruM2_00002 DNA								0-1
TemPhD_cluster_28392:4	191	6	TemPhD_cluster_28392	1	69.8014	71	retron_type_VI_hth_cluster2_1,retron_VI								0-1
